"","business_id","stars","cat"
"0",64799,3,4
"1",64799,1,4
"2",64799,3,4
"3",110519,4,4
"4",110519,1,4
"5",110519,1,4
"6",29387,3,4
"7",29387,3,4
"8",29387,5,4
"9",5808,1,4
"10",5808,1,4
"11",5808,1,4
"12",46714,1,4
"13",46714,5,4
"14",46714,3,4
"15",46714,4,4
"16",46714,4,4
"17",46714,2,4
"18",46714,3,4
"19",88430,1,4
"20",88430,2,4
"21",88430,3,4
"22",154160,4,4
"23",154160,2,4
"24",154160,4,4
"25",24772,1,4
"26",24772,5,4
"27",24772,2,4
"28",146556,1,4
"29",146556,1,4
"30",146556,4,4
"31",154489,3,4
"32",154489,1,4
"33",154489,1,4
"34",61550,4,4
"35",61550,1,4
"36",61550,5,4
"37",150541,2,4
"38",150541,1,4
"39",150541,3,4
"40",63752,4,4
"41",63752,5,4
"42",63752,1,4
"43",63752,1,4
"44",184537,1,4
"45",184537,5,4
"46",184537,5,4
"47",184537,1,4
"48",184537,2,4
"49",184537,1,4
"50",184537,2,4
"51",184537,4,4
"52",184537,1,4
"53",184537,1,4
"54",184537,1,4
"55",184537,3,4
"56",184537,1,4
"57",86013,5,4
"58",86013,1,4
"59",86013,3,4
"60",86013,5,4
"61",86013,1,4
"62",86013,5,4
"63",86013,5,4
"64",86013,1,4
"65",86013,5,4
"66",86013,5,4
"67",86013,5,4
"68",86013,5,4
"69",86013,5,4
"70",84773,4,4
"71",84773,3,4
"72",84773,2,4
"73",84773,1,4
"74",84773,1,4
"75",84773,1,4
"76",84773,1,4
"77",84773,1,4
"78",84773,1,4
"79",84773,4,4
"80",84773,5,4
"81",87704,4,4
"82",87704,3,4
"83",87704,5,4
"84",87704,5,4
"85",87704,5,4
"86",87704,2,4
"87",87704,3,4
"88",87704,5,4
"89",87704,4,4
"90",87704,1,4
"91",87704,5,4
"92",87704,1,4
"93",87704,2,4
"94",87704,5,4
"95",87704,4,4
"96",87704,5,4
"97",87704,5,4
"98",87704,5,4
"99",87704,3,4
"100",87704,5,4
"101",87704,5,4
"102",87704,5,4
"103",87704,5,4
"104",87704,3,4
"105",87704,4,4
"106",87704,5,4
"107",87704,5,4
"108",87704,2,4
"109",87704,3,4
"110",87704,1,4
"111",87704,5,4
"112",35283,1,4
"113",35283,4,4
"114",35283,2,4
"115",35283,5,4
"116",35283,1,4
"117",35283,4,4
"118",35283,2,4
"119",35283,2,4
"120",35283,1,4
"121",35283,3,4
"122",35283,1,4
"123",35283,3,4
"124",35283,1,4
"125",35283,3,4
"126",35283,2,4
"127",35283,1,4
"128",35283,4,4
"129",35283,2,4
"130",35283,2,4
"131",35283,2,4
"132",35283,2,4
"133",35283,5,4
"134",35283,1,4
"135",35283,5,4
"136",35283,4,4
"137",35283,3,4
"138",35283,1,4
"139",35283,1,4
"140",35283,1,4
"141",35283,5,4
"142",35283,5,4
"143",35283,2,4
"144",35283,1,4
"145",35283,3,4
"146",35283,1,4
"147",35283,1,4
"148",35283,1,4
"149",35283,3,4
"150",35283,4,4
"151",35283,4,4
"152",35283,1,4
"153",35283,1,4
"154",35283,1,4
"155",35283,1,4
"156",35283,2,4
"157",35283,1,4
"158",35283,4,4
"159",35283,2,4
"160",35283,5,4
"161",35283,1,4
"162",35283,2,4
"163",35283,5,4
"164",35283,2,4
"165",35283,1,4
"166",1667,5,4
"167",1667,2,4
"168",1667,1,4
"169",23959,1,4
"170",23959,2,4
"171",23959,4,4
"172",23959,3,4
"173",68568,1,4
"174",68568,2,4
"175",68568,1,4
"176",68568,5,4
"177",68568,2,4
"178",68568,3,4
"179",68568,1,4
"180",68568,5,4
"181",68568,1,4
"182",68568,3,4
"183",68568,1,4
"184",68568,4,4
"185",68568,2,4
"186",68568,2,4
"187",68568,1,4
"188",68568,4,4
"189",20691,1,4
"190",20691,5,4
"191",20691,2,4
"192",20691,1,4
"193",20691,2,4
"194",20691,2,4
"195",20691,5,4
"196",20691,1,4
"197",20691,2,4
"198",20691,4,4
"199",20691,4,4
"200",20691,1,4
"201",20691,1,4
"202",125888,4,4
"203",125888,3,4
"204",125888,1,4
"205",125888,1,4
"206",125888,2,4
"207",125888,1,4
"208",125888,5,4
"209",125888,3,4
"210",125888,1,4
"211",125888,3,4
"212",125888,1,4
"213",125888,1,4
"214",125888,4,4
"215",125888,3,4
"216",125888,1,4
"217",125888,3,4
"218",125888,3,4
"219",125888,1,4
"220",125888,3,4
"221",125888,1,4
"222",125888,1,4
"223",125888,1,4
"224",125888,3,4
"225",125888,4,4
"226",125888,5,4
"227",125888,3,4
"228",125888,2,4
"229",125888,4,4
"230",125888,5,4
"231",125888,5,4
"232",125888,3,4
"233",125888,1,4
"234",125888,5,4
"235",125888,5,4
"236",125888,5,4
"237",125888,4,4
"238",125888,1,4
"239",125888,3,4
"240",125888,3,4
"241",125888,3,4
"242",125888,1,4
"243",125888,3,4
"244",125888,2,4
"245",125888,1,4
"246",125888,2,4
"247",125888,1,4
"248",125888,3,4
"249",125888,2,4
"250",125888,4,4
"251",125888,3,4
"252",125888,1,4
"253",125888,2,4
"254",125888,1,4
"255",125888,3,4
"256",125888,2,4
"257",125888,5,4
"258",125888,1,4
"259",125888,2,4
"260",125888,5,4
"261",125888,2,4
"262",125888,5,4
"263",125888,1,4
"264",125888,2,4
"265",125888,4,4
"266",125888,1,4
"267",125888,1,4
"268",125888,4,4
"269",125888,1,4
"270",94147,3,4
"271",94147,5,4
"272",94147,4,4
"273",94147,5,4
"274",94147,5,4
"275",94147,5,4
"276",43959,1,4
