"","business_id","stars","cat"
"0",173423,1,6
"1",173423,4,6
"2",173423,1,6
"3",45614,5,6
"4",45614,3,6
"5",45614,3,6
"6",6283,4,6
"7",6283,4,6
"8",6283,3,6
"9",5838,2,6
"10",5838,1,6
"11",5838,4,6
"12",184796,1,6
"13",184796,5,6
"14",184796,5,6
"15",184796,1,6
"16",184796,4,6
"17",184796,1,6
"18",184796,5,6
"19",184796,1,6
"20",184796,3,6
"21",184796,1,6
"22",184796,3,6
"23",184796,1,6
"24",162829,5,6
"25",162829,3,6
"26",162829,5,6
"27",162829,5,6
"28",31098,4,6
"29",31098,4,6
"30",31098,5,6
"31",31098,4,6
"32",31098,5,6
"33",31098,5,6
"34",31098,2,6
"35",734,1,6
"36",734,1,6
"37",734,4,6
"38",734,1,6
"39",734,3,6
"40",734,5,6
"41",734,2,6
"42",734,1,6
"43",734,2,6
"44",734,3,6
"45",734,1,6
"46",734,1,6
"47",734,4,6
"48",734,5,6
"49",734,1,6
"50",734,1,6
"51",734,1,6
"52",734,1,6
"53",734,3,6
"54",734,1,6
"55",734,5,6
"56",734,5,6
"57",734,1,6
"58",734,1,6
"59",734,1,6
"60",734,1,6
"61",734,5,6
"62",734,4,6
"63",734,3,6
"64",734,2,6
"65",734,1,6
"66",734,1,6
"67",734,1,6
"68",734,4,6
"69",734,2,6
"70",734,5,6
"71",734,4,6
"72",734,5,6
"73",734,1,6
"74",734,5,6
"75",734,1,6
"76",734,2,6
"77",734,1,6
"78",734,1,6
"79",734,1,6
"80",734,5,6
"81",734,1,6
"82",734,1,6
"83",734,5,6
"84",734,1,6
"85",734,1,6
"86",734,4,6
"87",734,5,6
"88",734,4,6
"89",734,4,6
"90",734,5,6
"91",734,5,6
"92",734,5,6
"93",734,3,6
"94",734,2,6
"95",734,4,6
"96",734,4,6
"97",734,4,6
"98",734,1,6
"99",734,4,6
"100",734,1,6
"101",734,4,6
"102",734,3,6
"103",157461,1,6
"104",157461,1,6
"105",157461,1,6
"106",141204,1,6
"107",141204,3,6
"108",141204,4,6
"109",141204,5,6
"110",141204,3,6
"111",141204,4,6
"112",141204,1,6
"113",141204,4,6
"114",141204,4,6
"115",141204,1,6
"116",141204,4,6
"117",141204,1,6
"118",141204,3,6
"119",141204,1,6
"120",141204,4,6
"121",141204,3,6
"122",141204,5,6
"123",141204,2,6
"124",141204,4,6
"125",141204,2,6
"126",141204,1,6
"127",141204,1,6
"128",141204,4,6
"129",152737,1,6
"130",152737,5,6
"131",152737,1,6
"132",152737,1,6
"133",152737,1,6
"134",152737,1,6
"135",152737,1,6
"136",152737,5,6
"137",152737,5,6
"138",152737,2,6
"139",152737,1,6
"140",152737,5,6
"141",152737,2,6
