business_id,food_mean,sev_mean
25,2.5,2.8
1435,2.375,1.35
1891,1.0,2.0
2937,2.875,2.8333333333333304
3060,3.05555555555556,2.5416666666666696
3074,2.7216856060606096,2.40282485875706
3354,1.9375,1.9333333333333302
3388,3.0,1.0
3829,3.1666666666666696,2.3
5387,4.16666666666667,3.375
7828,2.47716049382716,2.37097701149425
8887,4.33333333333333,4.0
9076,1.5,3.25
9831,2.84722222222222,2.6666666666666696
12164,3.3062925170067996,2.54358974358974
14044,1.9,1.69444444444444
14220,3.5,2.2875
15306,2.5,2.2916666666666696
17512,2.25,3.8333333333333304
17906,3.27777777777778,3.12847222222222
18218,2.9358974358974397,2.3578431372549002
18567,3.72222222222222,2.75
22141,5.0,2.6666666666666696
23035,2.65,1.6666666666666698
23082,1.93137254901961,2.29901960784314
24186,3.05555555555556,1.0
24560,1.9851851851851898,1.875
24563,2.80681818181818,2.3333333333333304
25010,2.1625,2.1111111111111103
25041,2.9166666666666696,1.0
25043,2.42592592592593,2.4583333333333304
26240,1.875,1.8181818181818201
27818,2.34444444444444,1.9033333333333302
28116,2.9166666666666696,1.9416666666666698
29160,2.5,2.18333333333333
29202,3.9166666666666696,3.1
29504,3.05,1.9166666666666698
31821,2.4566666666666697,2.5589285714285697
31834,2.6666666666666696,3.5
34119,2.28571428571429,2.17142857142857
34667,2.40909090909091,2.58666666666667
40324,3.03833333333333,2.21428571428571
40411,1.99736842105263,2.52941176470588
41001,1.5533333333333301,1.9166666666666698
42591,2.98148148148148,2.0
43059,2.48148148148148,2.0033333333333303
43201,2.44444444444444,2.42857142857143
44349,3.1666666666666696,2.0
46954,3.3333333333333304,3.0
47372,2.3921568627450998,2.3703703703703702
48032,1.875,2.2916666666666696
48147,2.125,2.47333333333333
48238,2.2666666666666697,3.2916666666666696
49218,1.8898809523809499,2.13817204301075
49334,3.1666666666666696,2.03703703703704
49881,1.92857142857143,2.0833333333333304
50057,2.90384615384615,2.25185185185185
50501,2.5729166666666696,2.2825
51505,2.3333333333333304,2.1666666666666696
52968,2.4166666666666696,2.6
52986,2.5,1.8181818181818201
53424,2.5296296296296297,1.5833333333333302
54390,2.7729885057471297,2.7017543859649105
55369,2.0,3.0
56454,2.25824175824176,2.6666666666666696
56641,2.57688172043011,2.63377192982456
58591,3.0076190476190496,2.3088235294117596
58908,1.95,2.43333333333333
59092,2.7708333333333304,2.7324074074074103
59556,2.43076923076923,2.38095238095238
60375,2.34285714285714,2.19444444444444
60969,2.83125,2.9366666666666696
61469,2.5,2.25
61851,3.0,1.5
62468,3.38888888888889,2.69
62547,2.0,2.1410256410256396
62678,3.86666666666667,4.0
62694,1.5,1.5
64134,2.38888888888889,2.3333333333333304
64670,2.1,2.1
65911,2.75,1.96875
66925,2.75,2.75
67077,2.2916666666666696,2.0714285714285703
67309,2.6878787878787898,2.5833333333333304
69080,2.9285714285714306,1.77777777777778
69297,2.4724637681159396,2.55952380952381
69979,3.0,2.5
70241,2.7466666666666697,2.4022988505747103
71269,3.5,1.0
71621,2.78571428571429,2.9285714285714306
72168,2.2083333333333304,2.31960784313726
72389,2.59375,2.42948717948718
73089,2.17410714285714,1.9656862745098
73219,3.1714285714285695,2.43055555555556
73926,1.75,1.0
73986,2.3958333333333304,1.8982905982906002
74566,3.5,3.3333333333333304
75035,2.925,2.1666666666666696
76107,2.28632478632479,1.8470588235294099
76427,3.0,2.06060606060606
77600,2.66287878787879,2.25833333333333
77961,2.1666666666666696,1.75
79439,3.4166666666666696,3.0714285714285694
79608,2.9,2.36274509803922
79950,2.67142857142857,2.5362318840579703
80508,3.07,3.14285714285714
81370,3.4166666666666696,2.03333333333333
81551,2.3333333333333304,2.3333333333333304
82730,2.81111111111111,2.38888888888889
84855,4.0,5.0
86628,3.2845410628019303,3.53070175438596
87193,4.25,3.125
87732,3.3,3.5
89256,1.9,2.93333333333333
89266,1.33333333333333,1.16666666666667
90235,2.49444444444444,3.0
91683,3.2916666666666696,2.53571428571429
93842,2.96396396396396,2.43604651162791
93977,1.55555555555556,1.52777777777778
94961,2.23076923076923,1.9568965517241397
95169,3.2083333333333304,2.1041666666666696
95293,2.7558333333333302,1.9420289855072501
95895,1.6666666666666698,1.0
96206,1.7,2.0375
97032,3.0,2.4583333333333304
97949,2.78125,2.7395833333333304
97982,2.52777777777778,1.975
101417,3.22222222222222,3.5833333333333304
101772,2.0,2.5
102226,2.11471861471861,1.77777777777778
102301,3.19166666666667,3.25
102350,2.72222222222222,2.6666666666666696
106448,2.6515151515151496,2.7272727272727297
106564,2.55808080808081,2.4166666666666696
106570,3.31481481481481,2.7916666666666696
106678,2.74242424242424,2.6770833333333304
108062,2.42857142857143,2.47619047619048
108525,3.5833333333333304,2.4166666666666696
110095,2.4,2.75
110467,2.97222222222222,2.53333333333333
110486,2.46666666666667,2.1666666666666696
110644,4.0,3.1666666666666696
112228,3.1041666666666696,2.4
112319,1.8333333333333302,2.1955128205128203
112952,3.46666666666667,3.03333333333333
113077,2.71428571428571,2.7083333333333304
113280,3.9285714285714306,3.1
113646,2.3619047619047597,2.33
113831,2.76333333333333,2.89285714285714
113991,1.75,1.95
114269,2.0,3.125
116673,3.0,3.02592592592593
117165,2.54285714285714,2.6
118373,2.7,3.0
118745,2.9,2.38888888888889
119097,4.0,3.2
121110,1.6666666666666698,1.8333333333333302
122048,1.86904761904762,2.0714285714285703
122748,2.75,3.1666666666666696
123058,1.0,2.3333333333333304
125028,1.6666666666666698,3.0
125814,2.1481481481481497,2.08809523809524
126110,3.78787878787879,2.55
126189,2.47619047619048,2.8404761904761897
127955,1.6666666666666698,1.8125
127970,2.4875,2.9428571428571404
128198,3.08823529411765,2.3703703703703702
129107,3.25,3.25
129151,2.75,1.5
129709,2.6432291666666696,2.00574712643678
130462,3.30952380952381,3.3333333333333304
132945,2.0,3.75
133021,3.715,3.37878787878788
133512,1.5,2.55555555555556
133572,2.41960784313725,2.44912280701754
134283,2.6666666666666696,2.5
134731,2.90740740740741,2.63492063492063
134846,1.0,1.0
135061,3.85714285714286,1.93055555555556
135567,2.53904761904762,2.25674603174603
135869,2.9768518518518503,2.05714285714286
136684,3.3,2.7083333333333304
137649,2.88888888888889,2.75
139672,3.0,2.93333333333333
140006,2.86666666666667,2.31944444444444
141248,4.0,2.2083333333333304
142236,2.7666666666666697,3.1666666666666696
142414,2.43181818181818,2.1666666666666696
142577,1.75,
143388,2.7298850574712596,2.675
144428,2.75,2.44444444444444
144773,2.78333333333333,2.3
145655,3.0,2.61904761904762
145806,3.0,2.84615384615385
145908,2.3333333333333304,2.0
146056,2.94166666666667,2.0441176470588203
147163,2.94444444444444,2.75
147413,2.75,2.2
149222,2.75,2.5
150618,2.3796296296296298,2.0
150800,3.0101010101010095,2.6030303030303
151128,3.375,1.92857142857143
151716,2.43650793650794,2.6007246376811604
155483,3.8,2.1666666666666696
156250,2.61111111111111,2.4375
157097,2.0,2.3333333333333304
157347,1.0,1.0
158235,2.7727272727272703,3.03939393939394
159227,3.57407407407407,3.28787878787879
160528,1.16666666666667,2.1666666666666696
160779,3.0,
162632,3.15873015873016,2.90333333333333
162870,2.8,2.5
163489,2.81428571428571,2.3489583333333304
165618,2.55555555555556,3.25
165641,3.0833333333333304,2.3333333333333304
168295,2.1923076923076903,2.0
168575,3.36057692307692,3.62916666666667
168599,2.53333333333333,1.6666666666666698
168756,2.7,2.5416666666666696
172526,1.16666666666667,5.0
173102,2.85,3.4833333333333303
174263,1.8,2.4166666666666696
174323,3.0,2.0
175409,2.2,2.07407407407407
175773,1.63690476190476,2.05833333333333
176361,2.69444444444444,2.0
178671,2.8333333333333304,
179042,3.28333333333333,3.03333333333333
179137,3.1666666666666696,3.5
179416,2.42777777777778,1.8833333333333302
180090,2.45333333333333,2.25
180297,2.28333333333333,2.32833333333333
181087,2.03833333333333,2.34166666666667
182184,3.1,2.8333333333333304
182669,2.95454545454545,2.6136363636363598
184020,1.55,2.3
185149,2.4222222222222203,2.2916666666666696
185349,2.60555555555556,2.5125
185385,3.0530303030302997,3.1875
185463,3.43084886128364,2.82352941176471
186646,2.42028985507246,2.53174603174603
186711,2.0,2.7083333333333304
187666,3.0,1.375
187923,2.1666666666666696,1.86904761904762
189551,3.30952380952381,1.38888888888889
189642,1.6666666666666698,1.9166666666666698
190277,3.8809523809523796,3.3125
190836,3.23,2.0833333333333304
190874,2.8318181818181802,1.77272727272727
191803,3.3333333333333304,3.55555555555556
13711,2.5,3.0
34020,3.18333333333333,3.1611111111111097
50351,2.5,2.04537037037037
58465,3.3333333333333304,2.7355158730158697
67956,3.0,3.7
69275,3.125,2.21666666666667
71407,3.4285714285714306,3.8333333333333304
74394,3.5,2.48611111111111
76820,2.5833333333333304,3.5833333333333304
78018,3.5,3.3333333333333304
92267,4.0,3.6666666666666696
95016,2.9833333333333303,2.7482456140350897
111541,3.625,3.0714285714285694
134148,2.64285714285714,2.9285714285714306
135326,2.0,2.22222222222222
135998,2.7916666666666696,2.80555555555556
137464,3.8,3.15625
145712,2.4166666666666696,2.77777777777778
152674,2.9583333333333304,2.6269841269841296
155500,2.475,2.3785714285714303
158389,2.7,2.34807692307692
160311,3.14285714285714,3.85714285714286
171634,2.59722222222222,2.8752873563218397
173621,4.6,3.44444444444444
175443,4.0,3.875
182797,4.44444444444444,3.44444444444444
184247,2.0,2.6666666666666696
103,5.0,3.2916666666666696
375,3.25,3.4467592592592595
446,3.63888888888889,3.3002976190476203
641,4.5,3.8333333333333304
769,3.9166666666666696,3.46296296296296
825,3.0,3.2333333333333303
1248,4.5,3.23809523809524
1487,1.6666666666666698,3.05555555555556
1595,2.8958333333333304,2.69414414414414
2051,3.0,3.4222222222222203
2102,2.5,3.24
2382,2.875,2.99455782312925
3058,3.0,3.49166666666667
3245,3.8333333333333304,2.88888888888889
3246,3.25,4.15
3375,3.5,3.53703703703704
3389,2.8333333333333304,3.75555555555556
3418,2.72222222222222,2.625
3808,1.75,3.725
3834,3.5,4.2
4337,3.5833333333333304,2.85714285714286
4765,1.0,3.5833333333333304
4801,3.55555555555556,3.37333333333333
5147,3.5,2.63157894736842
5522,2.55952380952381,2.9438775510204103
5714,2.8809523809523796,2.97222222222222
5776,4.0,3.8152777777777795
6093,2.7259803921568597,2.9791175185670604
6327,3.40681818181818,3.3266233766233797
6539,4.5,3.69259259259259
6548,2.9166666666666696,2.9776041666666697
6593,4.0,3.4375
6869,2.5,2.93333333333333
7246,3.0,3.0
7330,3.3333333333333304,3.56818181818182
7417,3.6666666666666696,3.7306306306306296
7475,3.39876543209877,3.67665995975855
7617,3.5,3.9358974358974397
8589,3.37271062271062,3.5833333333333304
8643,3.13247863247863,3.25394596040663
8688,3.0,3.0989583333333304
8920,3.3947368421052597,2.99077380952381
8974,3.4,3.40625
9476,3.5,3.4583333333333304
9679,3.25,2.875
9904,3.5,3.19444444444444
10193,4.33333333333333,3.5
10525,2.5,2.6666666666666696
10720,3.1611111111111097,3.43809523809524
10724,4.0,4.0
10784,3.2083333333333304,3.19871794871795
10797,3.80952380952381,3.73214285714286
10831,3.5,3.3541666666666696
11214,3.94444444444444,3.93939393939394
11319,2.61111111111111,3.2333333333333303
11652,4.0,3.24057971014493
11779,3.3333333333333304,3.3333333333333304
11862,4.0,3.72222222222222
11991,2.98076923076923,3.07511737089202
12121,4.0,3.7651515151515196
12196,3.6666666666666696,3.22222222222222
12401,4.0,3.23809523809524
12604,2.9583333333333304,3.45679012345679
12891,2.5833333333333304,3.52952380952381
13565,3.38055555555556,2.97181818181818
13828,3.21212121212121,2.81884057971015
14040,3.1231884057971,2.96111111111111
14308,4.75,4.2
14524,5.0,3.8333333333333304
14592,3.75,3.2254901960784306
15026,5.0,3.5833333333333304
15157,2.8,3.82222222222222
15171,3.0714285714285694,3.5652777777777795
16150,5.0,3.0
16203,2.2666666666666697,2.8333333333333304
16278,2.5,4.61333333333333
16637,3.3333333333333304,2.62533333333333
16738,4.25,2.85757575757576
16947,3.3333333333333304,2.3863636363636402
17220,4.5,2.77777777777778
17507,2.5,2.59259259259259
17574,4.0,3.9523809523809503
17942,3.32258064516129,3.5345238095238103
18062,3.11111111111111,3.4037037037037003
18160,4.25,4.5
18271,3.5,3.35714285714286
18374,3.25,3.19166666666667
18416,3.75,3.11111111111111
18459,2.7666666666666697,4.03768115942029
18757,3.6,4.20652173913043
19068,3.0,3.7333333333333303
19301,3.2916666666666696,3.33809523809524
20158,3.0,3.625
20441,2.625,2.525
21043,5.0,3.0952380952381002
21207,3.0,3.58796296296296
21271,2.0,3.3333333333333304
21874,2.81182795698925,3.19416666666667
21908,3.0,3.25
22752,3.5625,3.73148148148148
23021,3.4166666666666696,3.6444099378882004
23602,2.76190476190476,3.4952380952381
23994,3.1666666666666696,3.56190476190476
24013,3.4,3.74
24756,2.0,3.04545454545455
24984,3.0,4.66666666666667
25060,1.0,3.30555555555556
25435,3.46666666666667,3.2484126984127
25669,3.43518518518519,3.24710648148148
25876,3.75,4.25
26088,2.5543478260869596,3.25720992622401
26248,3.0,3.7826086956521703
26302,3.0,3.125
27024,3.6666666666666696,3.1969696969697003
27478,4.0,3.60882352941176
27510,3.5625,3.26731016731017
27811,3.525,2.79912008281573
28321,2.25,2.4772727272727297
28413,4.0,3.8
28459,3.1666666666666696,3.53333333333333
28617,5.0,3.14285714285714
28737,3.25,3.19444444444444
28934,3.0,2.875
29228,3.0,2.0
29458,4.0,3.6190476190476204
29771,4.0,2.0
29841,2.5,4.11111111111111
30726,3.0,3.4166666666666696
30745,2.875,3.78333333333333
31707,3.0,3.2666666666666697
31791,2.81818181818182,2.80866402116402
32141,5.0,3.8
32196,5.0,4.0
32210,3.4077380952381002,3.41515151515152
32338,4.0,3.5
32499,3.8333333333333304,4.33333333333333
32607,3.48611111111111,3.3503205128205096
33152,2.75,3.76875
33223,4.0,3.4166666666666696
33406,3.5,3.475
33711,2.8947368421052597,2.86477272727273
33746,3.88157894736842,3.09934573002755
33793,3.5,3.25
34528,3.5,4.0
35130,3.64285714285714,3.69736842105263
35448,3.25,2.89904761904762
35719,4.33333333333333,3.2
35902,3.1,2.6666666666666696
35995,3.5384615384615397,3.4537037037037
36160,4.0,4.0
36405,3.8,3.6070175438596497
36575,3.3333333333333304,3.6785714285714306
36632,3.71428571428571,2.94444444444444
36698,4.0,3.43148148148148
36786,3.9375,3.47115384615385
36931,4.0,3.475
37077,2.5,2.1666666666666696
37210,3.3333333333333304,2.96190476190476
37776,3.3,3.58928571428571
37837,2.72368421052632,3.12
37926,2.75,3.25757575757576
38088,3.5,3.49702380952381
38631,3.0,2.68181818181818
38897,3.0625,3.06947619047619
39335,3.7272727272727297,3.2109375
39959,3.0,3.2407407407407405
40123,3.5833333333333304,2.9811688311688296
40431,3.5,2.875
40495,3.5,2.6547619047619
41105,2.7272727272727297,3.53683035714286
41233,3.5,3.6025641025641
41453,4.16666666666667,3.0416666666666696
41715,3.2727272727272703,2.9833333333333303
41783,3.05555555555556,3.75900900900901
42392,3.375,2.78571428571429
42412,3.75,3.18181818181818
42432,3.37790697674419,2.98883116883117
42479,3.55555555555556,3.13793103448276
42594,4.0,3.6666666666666696
42630,3.10606060606061,3.09065387348969
42924,3.6666666666666696,3.7841269841269796
44178,3.3125,2.85714285714286
44294,5.0,4.0
44700,3.0833333333333304,3.88888888888889
44796,2.88,3.43055555555556
44953,4.5,1.9
45038,3.5,3.4479166666666696
45043,3.0,3.0
45109,3.88888888888889,3.68518518518519
45195,3.6666666666666696,3.0
45231,3.0,4.25
45539,3.30701754385965,3.33973922902494
45603,2.5026881720430096,3.1942401960784306
45961,3.75,3.11111111111111
46000,3.6,3.80416666666667
46095,2.5625,3.7333333333333303
46143,4.5,3.5714285714285694
46245,4.0,3.1666666666666696
46768,4.0,1.8333333333333302
47123,3.4,3.59090909090909
47348,4.0,3.25
47377,4.0,2.2
47490,5.0,4.16666666666667
47516,3.875,3.94047619047619
47598,3.2916666666666696,3.4157852564102598
47647,3.28125,2.8096459096459103
48276,3.14285714285714,3.85757575757576
48708,3.6,3.35119047619048
48841,3.3333333333333304,3.71428571428571
48996,3.6666666666666696,3.71666666666667
49031,2.3333333333333304,3.86111111111111
49132,3.5,2.0
49877,3.0,4.19166666666667
50018,3.875,3.47222222222222
50149,2.95098039215686,3.1381385281385294
50312,2.5,2.0454545454545503
51055,2.75,2.95
51128,4.0,4.0
51589,3.14285714285714,3.68425925925926
51621,3.08695652173913,3.38369963369963
52207,3.5,3.01119047619048
52593,3.5714285714285694,3.5921568627451004
52977,3.25,3.43888888888889
53150,3.55555555555556,3.3266666666666698
53312,3.6666666666666696,3.52777777777778
53392,3.8333333333333304,4.55555555555556
53887,3.19047619047619,3.07820512820513
54016,3.0,3.08974358974359
54151,3.0,2.75
54161,2.75,2.52777777777778
54569,3.0833333333333304,3.1512113617376802
54611,3.078125,3.42825203252033
54765,2.3333333333333304,3.6666666666666696
54936,3.0,4.0
54975,3.3125,3.12753623188406
54985,2.8636363636363598,3.11984126984127
54993,3.0,2.125
55021,4.0,3.38333333333333
55132,3.0833333333333304,3.225
55261,3.00666666666667,3.7138888888888903
55286,3.22222222222222,3.4269841269841304
55433,3.2731481481481497,3.2496913580246902
55597,3.2,3.40740740740741
55707,3.35714285714286,3.19444444444444
55928,3.8,2.555
56076,4.0,1.88888888888889
56342,2.0,2.97222222222222
56602,2.0,4.16666666666667
56617,3.3333333333333304,3.3333333333333304
56686,5.0,3.9166666666666696
57115,3.1666666666666696,3.61666666666667
57142,3.2,3.90384615384615
57882,2.375,3.5416666666666696
57945,3.25,3.23153153153153
58108,2.9375,3.25694444444444
58473,2.6346153846153797,2.7493464052287595
58716,2.94444444444444,3.31034482758621
59159,3.0,3.67753623188406
59166,4.0,3.02380952380952
59724,3.4166666666666696,3.84615384615385
60071,3.08974358974359,2.77601317122594
60151,3.0,3.4375
60164,3.46296296296296,3.06018518518519
60306,2.0,4.125
60409,3.17777777777778,3.62680952380952
60755,3.8,3.03333333333333
60793,3.7916666666666696,3.78030303030303
60809,4.0,3.44444444444444
60961,4.0,4.04166666666667
61106,3.35,3.265625
61432,3.5,3.0
62003,2.25,3.4101731601731604
62953,2.7083333333333304,2.54597701149425
63867,3.0,3.1666666666666696
63969,3.49166666666667,3.25939393939394
63993,2.8333333333333304,3.52777777777778
64181,2.75,2.625
64385,3.1614583333333304,3.2138888888888903
65405,3.0,3.125
