"","business_id","name","city","state","postal_code","latitude","longitude","is_open","categories","attributes.GoodForKids","attributes.NoiseLevel","attributes.RestaurantsDelivery","attributes.GoodForMeal","attributes.Alcohol","attributes.Caters","attributes.WiFi","attributes.RestaurantsTakeOut","attributes.BusinessAcceptsCreditCards","attributes.Ambience","attributes.BusinessParking","attributes.RestaurantsTableService","attributes.RestaurantsGoodForGroups","attributes.OutdoorSeating","attributes.HasTV","attributes.BikeParking","attributes.RestaurantsReservations","attributes.RestaurantsPriceRange2","attributes.RestaurantsAttire","attributes.BusinessAcceptsBitcoin","attributes.ByAppointmentOnly","attributes.AcceptsInsurance","attributes.Music","attributes.GoodForDancing","attributes.CoatCheck","attributes.HappyHour","attributes.BestNights","attributes.WheelchairAccessible","attributes.DogsAllowed","attributes.BYOBCorkage","attributes.DriveThru","attributes.Smoking","attributes.AgesAllowed","attributes.HairSpecializesIn","attributes.Corkage","attributes.BYOB","attributes.DietaryRestrictions","attributes.Open24Hours","attributes.RestaurantsCounterService","hours.Monday","hours.Wednesday","hours.Thursday","hours.Friday","hours.Saturday","hours.Sunday","hours.Tuesday","order","circle"
"1",23732,"Musashi Japanese Restaurant","Charlotte","NC","28210",35.092564,-80.859132,1,"Sushi Bars, Restaurants, Japanese","1","u'average'","0","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","u'beer_and_wine'","FALSE","u'no'","1","1","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","1","1","FALSE","1","TRUE","1","2","'casual'",NA,"","",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,"17:30-21:30","17:30-21:30","17:30-21:30","17:30-22:0","17:30-22:0","17:30-21:0",NA,2,0
"2",191753,"So Cool Frozen Yogurt","Charlotte","NC","28227",35.21051,-80.690262,0,"Juice Bars & Smoothies, Food, Ice Cream & Frozen Yogurt","",NA,"",NA,NA,"FALSE","'free'","1","1",NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","",NA,"","FALSE","","2",NA,NA,"","",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,"11:30-20:30",NA,"11:30-20:30","11:30-21:0","11:30-21:0","11:30-21:0","11:30-20:30",29,0
"3",62046,"Davidson Pizza Company","Davidson","NC","28036",35.5008943,-80.8540364,1,"Chicken Wings, Pizza, Salad, Restaurants","1","u'loud'","0","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","u'none'","TRUE","'no'","1","1","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","1","TRUE","0","TRUE","0","2","'casual'",NA,"","",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,"0:0-0:0","12:0-20:0","12:0-20:0","12:0-21:0","12:0-21:0","12:0-20:0","12:0-20:0",171,0
"4",60840,"Middle East Deli","Charlotte","NC","28205",35.194894,-80.767442,0,"Food, Grocery, Restaurants, Middle Eastern","1",NA,"",NA,NA,NA,NA,"1","1",NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","1","FALSE","",NA,"0","1","u'casual'",NA,"","",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,177,0
"5",99937,"Starbucks","Gastonia","NC","28054",35.262558,-81.133545,1,"Coffee & Tea, Food","",NA,"",NA,NA,"FALSE","'free'","1","1",NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","","","FALSE","","TRUE","","2",NA,NA,"","",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,"7:0-22:0","7:0-22:0","7:0-22:0","8:0-22:0","8:0-21:0","7:0-22:0","7:0-22:0",223,0
"6",55551,"Veltree","Charlotte","NC","28262",35.29692,-80.75539,1,"Vegan, Soul Food, Restaurants, Food, Juice Bars & Smoothies","",NA,"",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"11:0-20:0","11:0-20:0","11:0-20:0","12:0-20:0",NA,"11:0-20:0",311,1
"7",70480,"Ron's Restaurant","Monroe","NC","28110",35.027041,-80.603617,1,"Burgers, Restaurants, American (Traditional)","1","u'average'","1","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}","u'none'",NA,NA,"1","TRUE","None","None","","0",NA,"1","TRUE","0","1","u'casual'",NA,NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,317,0
"8",158485,"Gandhi International Market","Charlotte","NC","28213",35.3072078,-80.7207979,1,"Grocery, Specialty Food, Ethnic Food, Food, Imported Food","",NA,"",NA,NA,"FALSE",NA,"0","TRUE",NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","",NA,"",NA,"","2",NA,NA,NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,328,0
"9",88804,"Circles Grill and Market","Charlotte","NC","28277",35.03939096,-80.79507104,0,"Burgers, Italian, Beauty & Spas, Wine Bars, Barbers, Peruvian, American (Traditional), Bars, Gastropubs, Diners, Salad, Specialty Food, Restaurants, American (New), Nightlife, Cafes, Food","1","u'quiet'","0","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","u'full_bar'","FALSE","u'no'","1","TRUE","{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","1","1","TRUE","1","FALSE","0","2","'casual'",FALSE,NA,"",NA,NA,"","0",NA,"1","0",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,333,0
"10",44814,"Chili's","Charlotte","NC","28217",35.1621387,-80.8868514,1,"Restaurants, American (Traditional), American (New), Tex-Mex, Bars, Nightlife","1","u'very_loud'","0","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","'full_bar'","FALSE","u'no'","1","TRUE","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","1","1","FALSE","1","FALSE","0","2","u'casual'",NA,NA,"","{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}","FALSE","0","1",NA,"1","","'yes_free'","",NA,NA,NA,FALSE,FALSE,"",NA,NA,"11:0-23:0","11:0-23:0","11:0-23:0","11:0-0:0","11:0-0:0","11:0-23:0","11:0-23:0",366,1
"11",24872,"Taxco Mexican Grill","Mint Hill","NC","28227",35.172354,-80.661499,1,"Restaurants, Mexican","1","u'average'","0","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","u'full_bar'","FALSE","'no'","1","TRUE","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","","1","TRUE","1","TRUE","0","2","u'casual'",NA,NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,390,0
"12",23517,"Pita Pit","Indian Trail","NC","28079",35.0631169,-80.633164,1,"Mediterranean, Restaurants, Breakfast & Brunch, Fast Food, Middle Eastern, Sandwiches","1","u'average'","0","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}","u'none'","TRUE","'no'","1","TRUE","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","0","1","TRUE","0","TRUE","0","1","'casual'",NA,NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,"11:0-19:0","11:0-19:0","11:0-19:0","11:0-19:0","11:0-19:0","11:0-15:30","11:0-19:0",407,0
"13",76609,"Hickory Tavern","Charlotte","NC","28269",35.344936,-80.842227,1,"Bars, Restaurants, Sports Bars, Chicken Wings, American (Traditional), Nightlife","1","u'loud'","0","{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","u'full_bar'","TRUE","u'free'","1","TRUE","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","","1","TRUE","1","FALSE","1","2","u'casual'",NA,NA,"","{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",NA,"0","1","{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,"11:0-0:0","11:0-0:0","11:0-0:0","11:0-2:0","11:30-2:0","11:30-0:0","11:0-0:0",415,1
"14",41536,"Genghis Grill","Matthews","NC","28105",35.1338014,-80.7117827,1,"Do-It-Yourself Food, Asian Fusion, Chinese, Mongolian, Food, Restaurants","1","u'average'","0","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}","'full_bar'","FALSE","'free'","1","TRUE","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","1","1","FALSE","1","TRUE","0","2","u'casual'",NA,NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,"11:0-21:0","11:0-21:0","11:0-21:0","11:0-22:0","11:0-22:0","11:0-21:0","11:0-21:0",432,0
"15",56109,"Carolina Beer Company","Charlotte","NC","28208",35.22058992,-80.94005758,1,"Local Flavor, Beer, Wine & Spirits, Food","",NA,"",NA,NA,"FALSE",NA,"1","TRUE",NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","",NA,"","FALSE","","2",NA,NA,NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,457,0
"16",2715,"The Turnhouse Grille","Charlotte","NC","28209",35.17173559,-80.84927145,1,"Burgers, Restaurants, American (New), Bars, American (Traditional), Nightlife","0","u'average'","0","{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': False}","'full_bar'",NA,"u'free'","1","TRUE","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","1","TRUE","1","TRUE","1","2","'casual'",NA,NA,"",NA,"TRUE","0","1",NA,"1","",NA,"","u'outdoor'",NA,NA,NA,NA,"",NA,NA,"11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-22:0","11:0-22:0",474,0
"17",86248,"Waffle House","Pineville","NC","28134",35.087963,-80.858488,1,"Diners, American (Traditional), Restaurants, Breakfast & Brunch, Waffles, American (New), Fast Food, Burgers","1","u'average'","0","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': True, 'breakfast': True}","u'none'","FALSE","'no'","1","TRUE","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","","1","FALSE","0","FALSE","0","1","u'casual'",NA,NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,"0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0",491,0
"18",183145,"Ben & Jerry's","Davidson","NC","28036",35.4981372,-80.8493039,1,"Restaurants, Desserts, Food, Caterers, Ice Cream & Frozen Yogurt, Bakeries, Event Planning & Services","",NA,"",NA,NA,"TRUE","u'no'","1","TRUE",NA,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","",NA,"","TRUE","","2",NA,NA,NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,"12:0-21:0","12:0-21:0","12:0-21:0","12:0-22:0","12:0-22:0","12:0-21:0","12:0-21:0",492,0
"19",111748,"Ferrucci's Old Tyme Italian Market","Cornelius","NC","28031",35.48758896,-80.87506217,1,"Event Planning & Services, Meat Shops, Italian, Caterers, Restaurants, Grocery, Specialty Food, Delis, Food","1","u'average'","0",NA,"u'beer_and_wine'","TRUE","u'no'","1","TRUE","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","","0","FALSE","FALSE","TRUE","0","2","u'casual'",NA,NA,"",NA,NA,"","",NA,"","0",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"10:0-18:0","10:0-18:0","10:0-18:0","10:0-16:0",NA,"10:0-18:0",565,0
"20",150874,"Tastebuds Popcorn","Charlotte","NC","28277",35.02665099,-80.84022928,0,"Specialty Food, Food, Popcorn Shops","",NA,"",NA,NA,NA,NA,"","TRUE",NA,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","",NA,NA,"TRUE","","1",NA,NA,NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,"10:0-19:0","10:0-19:0","10:0-19:0","10:0-21:0","10:0-21:0","13:0-18:0","10:0-19:0",575,0
"21",25141,"Roots Cafe","Charlotte","NC","28203",35.20650713,-80.86025831,1,"Breakfast & Brunch, Restaurants, Coffee & Tea, Cafes, Food","1","u'quiet'","1","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}","u'beer_and_wine'","TRUE","'free'","1","TRUE","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","1","1","TRUE","FALSE","TRUE","0","2","u'casual'",NA,NA,"",NA,NA,"","",NA,"1","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"7:0-21:0","7:0-21:0","7:0-21:0","8:0-15:0","8:0-15:0","7:0-21:0",621,0
"22",655,"Buscemis Pizza","Cornelius","NC","28031",35.4596408,-80.8889111,0,"Restaurants, Italian, Pizza","1","u'average'","1",NA,"u'beer_and_wine'","TRUE","u'no'","1","TRUE","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","0","1","FALSE","FALSE",NA,"0","1","u'casual'",NA,NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,"11:0-21:0","11:0-21:0","11:0-21:0","11:0-22:0","11:0-22:0","11:0-21:0","11:0-21:0",663,0
"23",56894,"Le Peep","Charlotte","NC","28277",35.096737,-80.778558,1,"Breakfast & Brunch, Restaurants, Coffee & Tea, American (Traditional), Food","1","u'average'","0","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}","u'none'","TRUE","u'no'","1","TRUE","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","","1","TRUE","FALSE","TRUE","0","2","u'casual'",NA,NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,"7:0-14:30","7:0-14:30","7:0-14:30","7:0-14:30","7:0-14:30","7:30-14:30","7:0-14:30",738,0
"24",12197,"Showmars - Seventh Street","Charlotte","NC","28204",35.212005,-80.817991,1,"Breakfast & Brunch, Greek, American (Traditional), Restaurants, Mediterranean","1","'average'","0","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': True}","u'none'","FALSE","'no'","1","TRUE","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","","1","TRUE","FALSE","TRUE","0","1","u'casual'",NA,NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,"6:0-21:30","6:0-21:30","6:0-21:30","6:0-21:30","6:0-21:30",NA,"6:0-21:30",797,0
"25",13187,"Lumiere French Kitchen","Charlotte","NC","28207",35.19508,-80.825792,0,"French, Restaurants","0","u'average'","FALSE","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}","u'full_bar'","TRUE","'no'","FALSE","TRUE","{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","1","TRUE","FALSE","FALSE","TRUE","1","3","u'dressy'",NA,NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,869,0
"26",2570,"Just Fresh","Charlotte","NC","28202",35.2283621,-80.8427789,0,"Restaurants, Delis","1","u'average'","TRUE",NA,"u'none'",NA,NA,"TRUE","TRUE","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","TRUE","TRUE","FALSE","FALSE","0","1","u'casual'",NA,NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,881,1
"27",127371,"Starbucks","Charlotte","NC","28246",35.22764,-80.842714,1,"Food, Coffee & Tea","",NA,NA,NA,NA,"FALSE","u'free'","TRUE","TRUE",NA,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","",NA,"FALSE",NA,"TRUE","","2",NA,NA,"FALSE","",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,"5:30-20:0","5:30-20:0","5:30-21:30","6:0-21:30","6:0-20:0","5:30-20:0","5:30-20:0",899,1
"28",113420,"Fresh Attractions","Charlotte","NC","28208",35.2186768,-80.94240171,1,"Restaurants, Sandwiches","1","'average'","FALSE","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}","'full_bar'","FALSE","'free'","TRUE","TRUE","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","FALSE","FALSE","TRUE","FALSE","0","2","'casual'",NA,NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,"5:30-21:30","5:30-21:30","5:30-21:30","5:30-21:30",NA,NA,"5:30-21:30",918,0
"29",14399,"Burger King","Charlotte","NC","28210",35.0933956,-80.8584428,0,"Restaurants, Burgers","1",NA,"FALSE",NA,NA,NA,NA,"TRUE","TRUE",NA,NA,"","TRUE",NA,"FALSE",NA,"0","1","'casual'",NA,NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,938,0
"30",108483,"Artisen","Matthews","NC","28105",35.117288,-80.725361,1,"Food, Juice Bars & Smoothies, Gelato, Desserts","",NA,NA,NA,NA,"FALSE","'free'","TRUE","TRUE",NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","",NA,NA,NA,"TRUE","","2",NA,NA,NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,"12:0-21:0","12:0-21:0","12:0-21:0","12:0-21:0","12:0-21:0","12:0-20:0","12:0-21:0",1015,0
